X,Y,fid,datahora,satelite,pais,estado,municipici,bioma,diasemchuv,precipitac,riscofogo,latitude,longitude,frp,icon_url
-64.6790017681411,-28.0280052937313,"354",2019/08/22 18:50:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.028,-64.679,170.4,./0.png
-64.6530017653476,-28.0240052938436,"355",2019/08/22 18:50:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.024,-64.653,55.1,./0.png
-64.6900017690991,-28.0160052929238,"356",2019/08/22 18:50:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"0",0,0,-28.016,-64.69,22,./0.png
-64.2630017188085,-27.671005279041,"357",2019/08/22 18:50:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.671,-64.263,45.9,./0.png
-64.2700017194325,-27.6640052785604,"358",2019/08/22 18:50:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.664,-64.27,33.3,./0.png
-64.2280017150152,-27.6630052790245,"359",2019/08/22 18:50:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.663,-64.228,84.6,./0.png
-64.2340017155348,-27.6560052785562,"360",2019/08/22 18:50:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.656,-64.234,99.2,./0.png
-64.507001744682,-27.6910052771148,"361",2019/07/10 14:45:00,TERRA_M-T,Argentina,Santiago del Estero,Rio Hondo,,"27",0,1,-27.691,-64.507,8.9,./0.png
-64.5150017454559,-27.6870052767895,"362",2019/07/10 14:45:00,TERRA_M-T,Argentina,Santiago del Estero,Rio Hondo,,"27",0,1,-27.687,-64.515,11,./0.png
-64.4280017390474,-27.857005287406,"363",2019/07/10 14:45:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"27",0,1,-27.857,-64.428,13.5,./0.png
-63.9240016871227,-27.9220052973043,"364",2019/07/10 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"27",0,1,-27.922,-63.924,23.2,./0.png
-63.9520016900375,-27.9200052968491,"365",2019/07/10 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"27",0,1,-27.92,-63.952,62.8,./0.png
-63.9190016865345,-27.9180052971416,"366",2019/07/10 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"27",0,1,-27.918,-63.919,64,./0.png
-63.9580016904976,-27.9090052961598,"367",2019/07/10 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"27",0,1,-27.909,-63.958,33.4,./0.png
-63.9250016869951,-27.9070052964522,"368",2019/07/10 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"27",0,1,-27.907,-63.925,54.9,./0.png
-63.8720016808626,-27.8710052950821,"369",2019/08/23 15:10:00,TERRA_M-T,Argentina,Santiago del Estero,Robles,,"29",0,1,-27.871,-63.872,34,./0.png
-64.1950017107784,-27.6130052766157,"370",2019/07/11 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"28",0,1,-27.613,-64.195,7.3,./0.png
-64.1970017108482,-27.6040052760836,"371",2019/07/11 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"28",0,1,-27.604,-64.197,15.5,./0.png
-63.9570016917167,-27.9940053009248,"372",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"29",0,1,-27.994,-63.957,9.2,./0.png
-63.9450016904222,-27.9920053009607,"373",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,San Martin,,"29",0,1,-27.992,-63.945,15.5,./0.png
-64.2510017215644,-27.9260052934819,"374",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"29",0,1,-27.926,-64.251,13.2,./0.png
-64.3870017357668,-27.9210052914961,"375",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"29",0,1,-27.921,-64.387,15.2,./0.png
-64.3940017364057,-27.9150052910731,"376",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"29",0,1,-27.915,-64.394,24.6,./0.png
-64.3600017321042,-27.8690052889321,"377",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"29",0,1,-27.869,-64.36,13.6,./0.png
-63.8930016829635,-27.8640052944334,"378",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"29",0,1,-27.864,-63.893,13.4,./0.png
-64.3610017320502,-27.8590052883606,"379",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"29",0,1,-27.859,-64.361,21.2,./0.png
-64.3150017226605,-27.5690052726509,"380",2019/08/23 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"29",0,1,-27.569,-64.315,7.8,./0.png
-64.3940017328643,-27.6920052785895,"381",2019/08/24 03:20:00,TERRA_M-M,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.692,-64.394,11.6,./0.png
-64.4500017425877,-27.9340052914255,"382",2019/08/24 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.934,-64.45,15.9,./0.png
-64.462001743815,-27.9320052911622,"383",2019/08/24 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.932,-64.462,21.1,./0.png
-64.4440017409813,-27.8730052880979,"384",2019/08/24 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.873,-64.444,51.8,./0.png
-64.4300017393849,-27.8650052878277,"385",2019/08/24 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.865,-64.43,7.9,./0.png
-64.4420017406116,-27.8630052875646,"386",2019/08/24 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.863,-64.442,29.3,./0.png
-64.4610017417261,-27.8080052842502,"387",2019/08/24 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.808,-64.461,19,./0.png
-64.459001741357,-27.7980052837159,"388",2019/08/24 14:15:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.798,-64.459,32.9,./0.png
-64.4660017422502,-27.8080052841872,"389",2019/08/24 18:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"30",0,1,-27.808,-64.466,21.1,./0.png
-64.1460017045921,-27.5450052733802,"390",2019/08/24 18:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"6",0,1,-27.545,-64.146,18.6,./0.png
-64.139001703828,-27.543005273353,"391",2019/08/24 18:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"6",0,1,-27.543,-64.139,29.9,./0.png
-64.1230017021213,-27.5410052734359,"392",2019/08/24 18:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"6",0,1,-27.541,-64.123,13.3,./0.png
-64.4530017451085,-28.0710052990087,"393",2019/08/26 03:05:00,TERRA_M-M,Argentina,Santiago del Estero,Capital,,"32",0,1,-28.071,-64.453,10.9,./0.png
-64.4430017440253,-28.0690052990247,"394",2019/08/26 03:05:00,TERRA_M-M,Argentina,Santiago del Estero,Capital,,"32",0,1,-28.069,-64.443,6.6,./0.png
-63.8130016716112,-27.6720052846023,"395",2019/08/26 14:05:00,TERRA_M-T,Argentina,Santiago del Estero,Figueroa,,"32",0,1,-27.672,-63.813,7,./0.png
-64.2380017159853,-27.6580052786193,"396",2019/08/26 18:25:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"32",0,1,-27.658,-64.238,16.9,./0.png
-64.2250017145916,-27.6560052786676,"397",2019/08/26 18:25:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"32",0,1,-27.656,-64.225,18,./0.png
-64.2560017145451,-27.4440052663156,"398",2019/08/26 18:25:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"8",0,1,-27.444,-64.256,31.6,./0.png
-64.6640017665019,-28.0240052937023,"399",2019/08/27 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"2",0,1,-28.024,-64.664,38.2,./0.png
-64.672001767227,-28.0170052932109,"400",2019/08/27 17:30:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"2",0,1,-28.017,-64.672,38.3,./0.png
-63.8010016732236,-27.8600052953282,"401",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"34",0,1,-27.86,-63.801,77.2,./0.png
-63.7830016712682,-27.8560052953218,"402",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"34",0,1,-27.856,-63.783,132.3,./0.png
-63.7890016718382,-27.8520052950246,"403",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"34",0,1,-27.852,-63.789,182.7,./0.png
-64.2120017156705,-27.8120052875908,"404",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"33",0,1,-27.812,-64.212,33.9,./0.png
-64.0560016988391,-27.7830052878917,"405",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"33",0,1,-27.783,-64.056,21.3,./0.png
-64.2690017160285,-27.4520052666085,"406",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"33",0,1,-27.452,-64.269,63.7,./0.png
-64.272001716172,-27.4410052659488,"407",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"33",0,1,-27.441,-64.272,13,./0.png
-64.2540017142432,-27.4380052660005,"408",2019/07/16 18:30:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"33",0,1,-27.438,-64.254,13.3,./0.png
-64.2670017226748,-27.8900052912708,"409",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.89,-64.267,10.7,./0.png
-64.2570017216089,-27.8890052913399,"410",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.889,-64.257,7,./0.png
-63.7680016676287,-27.7210052879084,"411",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Figueroa,,"3",0,1,-27.721,-63.768,7.1,./0.png
-63.7750016682883,-27.7160052875422,"412",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Figueroa,,"3",0,1,-27.716,-63.775,6.2,./0.png
-63.7640016671171,-27.7150052876184,"413",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Figueroa,,"3",0,1,-27.715,-63.764,5.9,./0.png
-63.9500016890507,-27.8700052940731,"414",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"34",0,1,-27.87,-63.95,32.6,./0.png
-63.9510016890163,-27.8610052935563,"415",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"34",0,1,-27.861,-63.951,16.9,./0.png
-64.4030017355339,-27.8010052845885,"416",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.801,-64.403,5.1,./0.png
-64.3920017343646,-27.8000052846707,"417",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.8,-64.392,28.5,./0.png
-64.2360017157445,-27.6560052785315,"418",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"34",0,1,-27.656,-64.236,12.1,./0.png
-64.2250017145604,-27.654005278555,"419",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"34",0,1,-27.654,-64.225,14.3,./0.png
-64.1670017080615,-27.6270052777498,"420",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"34",0,1,-27.627,-64.167,9.7,./0.png
-64.1560017068776,-27.6250052777725,"421",2019/08/28 18:10:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"34",0,1,-27.625,-64.156,6.8,./0.png
-64.3320017277877,-27.7820052844141,"422",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.782,-64.332,19.1,./0.png
-64.4530017422934,-27.8960052892682,"423",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.896,-64.453,156.6,./0.png
-64.4250017393236,-27.8940052895102,"424",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.894,-64.425,72,./0.png
-64.45800174277,-27.8930052890376,"425",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.893,-64.458,151,./0.png
-64.4310017399052,-27.891005289267,"426",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.891,-64.431,183.5,./0.png
-64.4540017421582,-27.8810052884183,"427",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.881,-64.454,229.2,./0.png
-64.4590017426507,-27.8790052882435,"428",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.879,-64.459,97.4,./0.png
-64.4270017392937,-27.8790052886475,"429",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.879,-64.427,225.1,./0.png
-64.4320017397863,-27.8770052884728,"430",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.877,-64.432,245.5,./0.png
-64.1620017112845,-27.8670052912918,"431",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"34",0,1,-27.867,-64.162,15.3,./0.png
-64.3800017337893,-27.8430052872274,"432",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.843,-64.38,47.3,./0.png
-64.3530017309249,-27.8410052874545,"433",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.841,-64.353,102.9,./0.png
-64.3550017309126,-27.8270052866461,"434",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Capital,,"34",0,1,-27.827,-64.355,98.5,./0.png
-64.2220017165472,-27.80100528685,"435",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"34",0,,-27.801,-64.222,68.9,./0.png
-64.196001713787,-27.7990052870607,"436",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"15",0,1,-27.799,-64.196,51.1,./0.png
-64.2030017144432,-27.7940052866934,"437",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"34",0,1,-27.794,-64.203,61.6,./0.png
-64.647001758038,-27.6100052707977,"438",2019/07/17 17:35:00,AQUA_M-T,Argentina,Santiago del Estero,Rio Hondo,,"34",0,1,-27.61,-64.647,19.1,./0.png
-64.3240017276445,-27.8260052869785,"439",2019/08/29 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"35",0,1,-27.826,-64.324,13.9,./0.png
-64.2390017160276,-27.6540052783818,"440",2019/08/30 02:40:00,TERRA_M-M,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.654,-64.239,15.2,./0.png
-64.2330017153676,-27.6520052783434,"441",2019/08/30 02:40:00,TERRA_M-M,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.652,-64.233,42.4,./0.png
-64.2230017143196,-27.6520052784671,"442",2019/08/30 02:40:00,TERRA_M-M,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.652,-64.223,45.7,./0.png
-64.2170017136596,-27.6500052784287,"443",2019/08/30 02:40:00,TERRA_M-M,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.65,-64.217,22.4,./0.png
-64.2830017182061,-27.498005269038,"444",2019/08/30 02:40:00,TERRA_M-M,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.498,-64.283,14.3,./0.png
-64.2660017164119,-27.4970052691913,"445",2019/08/30 02:40:00,TERRA_M-M,Argentina,Santiago del Estero,Banda,,"0",0,0,-27.497,-64.266,28.2,./0.png
-64.2370017206958,-27.9640052957777,"446",2019/08/29 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"35",0,1,-27.964,-64.237,9.1,./0.png
-64.3840017333513,-27.7890052841551,"447",2019/08/29 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"35",0,1,-27.789,-64.384,9.2,./0.png
-64.4910017428799,-27.6830052768672,"448",2019/08/29 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Capital,,"77",0,1,-27.683,-64.491,26,./0.png
-64.5020017440156,-27.6820052766726,"449",2019/08/29 14:35:00,TERRA_M-T,Argentina,Santiago del Estero,Rio Hondo,,"77",0,1,-27.682,-64.502,10.6,./0.png
-64.7230017718411,-27.9720052900553,"450",2019/08/29 18:55:00,AQUA_M-T,Argentina,Santiago del Estero,Guasayan,,"4",0,1,-27.972,-64.723,122.2,./0.png
-63.8990016838109,-27.8780052951452,"451",2019/07/18 18:15:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"36",0,1,-27.878,-63.899,16.6,./0.png
-64.156001706196,-27.5810052752905,"452",2019/07/18 18:15:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"35",0,1,-27.581,-64.156,58,./0.png
-64.1450017050126,-27.5790052753127,"453",2019/07/18 18:15:00,AQUA_M-T,Argentina,Santiago del Estero,Banda,,"35",0,1,-27.579,-64.145,57.3,./0.png
-63.9870016881304,-27.5580052760558,"454",2019/07/19 14:40:00,TERRA_M-T,Argentina,Santiago del Estero,Banda,,"39",0,0.97,-27.558,-63.987,15.3,./0.png
-64.0870017027489,-27.8250052898667,"455",2019/07/22 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"39",0.23,0.85,-27.825,-64.087,19.8,./0.png
-64.0740017013678,-27.8240052899709,"456",2019/07/22 17:55:00,AQUA_M-T,Argentina,Santiago del Estero,Robles,,"39",0.23,,-27.824,-64.074,67.2,./0.png
